rawDataOut1,rawDataOut2,rawDataOut3,rawDataOut4,rawDataOut5,rawDataOut6,rawDataOut7,rawDataOut8
40711,40395,40711,39802,39249,40553,39605,40356
40632,38735,40790,39644,38854,40474,39763,40356
39288,37510,40711,39644,39328,40118,39723,40079
39328,37707,40435,39605,40158,39802,39960,39921
40751,38221,40000,39644,40632,39605,39960,39960
40909,38458,39723,40000,41067,39842,39723,40118
40909,39091,39684,40118,41067,40000,39328,40158
41225,39960,39644,39802,40356,39723,39209,39921
40514,40237,39763,39525,39723,39723,39407,39763
37668,40395,39723,39644,39605,39802,39209,39130
36798,41265,39486,39684,39486,39407,38972,38774
38419,42095,39328,39802,39446,38656,39170,39249
39367,42016,39367,39921,39565,38735,39644,39723
38577,41107,39328,40079,39525,39446,40079,39802
38537,39921,39249,39960,39328,40000,40356,39881
39328,39051,39446,39763,39367,40118,40474,40000
40158,38854,39723,39644,39763,40197,40435,40158
40790,39209,39881,39565,40197,40237,39684,40079
40909,39091,39921,39565,40514,40197,38656,39802
40553,38221,39842,39644,40751,40395,38498,39486
40118,38182,39842,39723,40711,40711,39446,39486
40039,39842,39921,39802,40514,40751,40237,39763
40000,41344,40000,39842,39921,40316,40632,40118
39881,41304,39960,39605,39209,39881,40553,40039
39328,40039,39763,39565,38854,39842,40316,39763
38933,38577,39763,39763,39051,40079,39842,39565
39170,37707,39644,39960,40000,40474,39525,39842
39367,36838,39486,39842,40197,39842,39170,39763
39446,36245,39486,39723,40237,38774,39051,39723
39486,38221,39842,39723,40158,38340,39328,39881
39684,41897,40237,39802,39802,38656,39842,40000
39763,43794,40356,39763,39407,39051,39723,40000
39763,43834,40118,39605,39130,39170,39525,39960
39565,42806,39723,39486,38774,39486,39565,39802
39486,41620,39802,39644,38695,40039,39288,39605
39763,40632,40039,39921,39288,40711,39644,39881
40276,40000,40118,40118,40672,41186,40276,40197
40553,39367,40079,40039,41304,40869,40197,40079
40632,38854,40079,39842,41027,40316,39802,39881
40632,38656,40079,39723,40514,39960,39763,39763
40632,39130,40237,39921,40356,39921,39684,39842
41027,39644,40039,40039,40435,39921,39723,39921
40276,39723,39842,39921,40158,39802,39644,39684
38814,39486,39684,39684,39723,39684,39565,39446
37470,38933,39605,39407,38972,39605,39565,39486
37352,38814,39605,39486,39012,40079,39565,39525
38972,39367,39763,39763,39565,40711,39644,39960
40514,39802,39881,39881,40118,41027,39842,40197
41304,39960,39881,39921,40276,40237,39723,40197
41818,40118,39881,39960,40039,39130,39130,40118
41462,40158,39921,39881,39763,38221,38893,40158
40672,40197,39960,39763,39565,38458,39170,40079
39684,40158,39881,39525,39367,38814,39605,39960
38577,39723,39763,39446,39446,38577,39684,39684
37865,39684,39802,39565,39644,38340,39605,39407
37905,40909,39881,39763,40000,39367,39842,39446
38182,41660,39881,39842,40158,40435,40000,39565
39328,41620,40000,40000,40039,40790,40000,39644
39842,41383,40118,40000,39684,40711,40237,39763
39486,40514,40079,39723,39091,40514,40356,39723
39921,39249,39921,39644,38972,40514,40197,39842
40672,38379,39684,39644,39288,40869,40158,40197
40948,38537,39605,39802,39921,41304,39921,40316
40869,38774,39763,39842,39921,40948,39328,40118
40356,38182,39763,39723,39802,40000,38933,39960
39723,38261,39684,39684,39881,38972,39051,39684
39288,38814,39644,39605,39723,38261,39170,39367
39012,39407,39644,39565,39644,38300,39170,39209
39170,40356,39723,39644,39684,38695,39288,39446
39644,41423,39881,39723,40237,39249,39605,39960
39842,41937,40000,39842,40593,39802,39723,40197
39842,41660,40079,40079,41027,40435,39644,40276
39605,40869,40197,40395,41778,40672,39921,40553
39091,39881,40079,40079,41304,39486,39723,40118
39012,39565,39881,39802,40197,38340,39565,39130
39565,39684,39881,39802,39525,38577,39881,38735
40039,39842,39881,39723,39012,39446,40158,39446
40039,39802,39644,39684,38656,40672,40435,40039
39723,39407,39288,39605,38024,41423,40395,40237
39407,39091,39249,39486,37312,41304,40237,40079
39170,38972,39486,39249,37273,40514,39881,39881
38933,39012,39763,39525,39130,40039,39486,39684
39249,39407,40158,39960,41146,39802,39407,39684
39802,39802,40197,40000,41541,39565,39328,39802
40118,39960,40197,40118,41462,39644,39407,39921
40079,39881,40079,40079,41225,39723,39565,39921
40000,39881,39960,39960,40751,39684,39644,39960
39802,40316,39921,39881,40237,39446,39684,40000
39723,40553,39763,39802,39723,39328,39684,40039
39881,40316,39684,39723,39565,39565,39723,40118
40197,40118,39723,39644,39525,39763,39723,40435
40316,40079,39763,39763,39486,39723,39446,40237
39921,39881,39763,39842,39446,39802,39012,39367
39407,39486,39763,39802,39525,39802,39170,39091
38972,39209,39881,39684,39684,40000,39644,39367
39328,39288,39960,39486,39684,40079,39921,39249
40039,39367,40000,39525,39763,39960,40197,39525
40276,39565,39960,39723,40039,39921,40158,40000
39921,39723,39960,40000,40237,39684,39921,40118
39684,39881,39960,39960,39960,39446,39763,40039
39644,40000,39802,39763,39446,39486,39525,39881
40118,40197,39525,39525,39249,39802,39328,39644
41225,40790,39486,39446,40158,40079,39446,39842
41067,41502,39763,39525,41937,40237,39723,40158
39960,41502,39960,39684,41858,40395,40079,40158
39684,41304,40000,39802,40514,40435,40356,40158
39525,41027,40079,39921,39446,40474,40395,40237
39012,40435,40000,40079,38695,40316,39881,40000
38972,39763,40000,40079,38419,40079,39486,39763
39486,39565,40118,40079,38379,40000,39446,39723
40276,39565,40197,39881,38577,39881,39565,39486
40158,39012,40000,39684,38774,39684,39763,39288
38774,38577,39881,39605,39091,39684,39644,39367
38933,39051,39960,39802,40118,39644,39446,39763
39802,39130,39881,39960,42095,39328,38854,39842
40039,39486,39842,39763,43083,38774,38261,39644
39367,40276,39723,39525,41699,38379,38498,39446
38379,40751,39605,39446,39960,38972,39249,39684
38854,40751,39605,39644,39209,40079,39921,39921
39249,40830,39525,39605,38893,40395,40711,39723
40118,40751,39605,39723,39051,40435,41462,39802
41265,40276,39723,39960,39407,40593,41660,40118
41502,39802,39842,39921,39605,40711,40988,40276
41265,39486,39921,39881,39723,40751,39960,40276
40672,39486,39960,39881,39407,40474,39051,40158
39565,39051,40039,39723,39209,39921,38537,40000
38695,37865,40000,39723,39525,39288,38142,39802
38261,37233,39802,39763,40237,38735,38024,39565
38419,36205,39446,39684,40395,38656,38458,39249
39367,36838,39367,39644,40079,38972,39209,39328
40276,40039,39684,39802,39763,39605,39644,39565
40751,43320,39960,39684,39446,39881,40158,39763
40830,44545,40000,39565,39170,39921,40672,40158
40395,43952,40039,39565,39249,39881,40632,40316
39407,42727,40237,39960,39723,40039,40197,39525
38656,41344,40435,40237,40039,40079,39842,38656
39012,39921,40356,39960,39802,39763,39565,39170
39288,39288,40158,39763,39723,39605,39565,39921
39367,39565,39881,39565,39605,39407,39486,40197
39407,40079,39684,39446,39644,39249,39446,40158
39367,40000,39565,39605,39881,39446,39407,40039
39367,38972,39605,39802,39921,39921,39328,39802
39367,37470,39605,39842,39249,39960,39407,39763
39407,36561,39565,39723,38774,39446,39565,39802
39328,37035,39446,39723,39091,39170,39723,39802
39367,37826,39288,39644,39367,39367,40000,39802
39407,38616,39288,39525,39091,39644,40118,39881
40039,38695,39367,39565,38854,39723,39921,40039
40948,37707,39367,39605,39446,39209,39407,40039
40948,37352,39644,39842,40474,38616,39170,40000
39486,37628,40039,40395,41778,39051,39130,39644
38854,39684,40316,40435,42253,40435,39209,39486
39367,43201,40395,39960,41818,41146,39328,39486
40632,45296,40356,39605,40909,41225,39407,39446
41818,44822,40197,39644,39881,40751,39565,39486
41937,43280,39881,39486,39012,40237,39881,39644
41067,41937,39763,39565,38458,39723,40118,40118
38695,40435,39644,39723,38656,39881,40197,40118
37154,39446,39605,39842,39249,40118,40276,40039
38024,39525,40039,40079,39842,40079,40514,40237
39605,39684,40395,40158,40276,39881,40514,40356
40197,39446,40395,39921,40514,39644,40237,40158
39565,39684,40000,39644,40593,39644,40158,39921
39209,39249,39763,39763,40553,39802,39881,40079
39525,38419,39802,39921,40395,40039,39407,40039
39842,38498,39881,40039,40197,40276,39130,39684
40158,38933,39921,40158,40276,40672,39170,39486
40435,39130,39881,40000,40079,40711,39288,39486
40435,38735,39763,39605,39446,40039,39328,39486
40039,38024,39565,39328,39012,39209,39525,39921
39605,37470,39249,39407,39209,38893,39525,40276
39446,37944,39130,39407,39367,38735,39209,39802
38854,39091,39328,39486,39684,38735,38972,38498
38379,40593,39644,39763,40276,39130,39249,38300
38933,41739,39525,39763,40474,39684,39763,39328
40000,42055,39446,39486,40276,40039,40118,40276
40672,41699,39763,39525,39842,40435,40237,40711
40553,41186,40118,39605,39407,40672,40197,40751
40118,40514,40316,39921,39565,40395,39802,40158
39684,39763,40356,40118,40000,40237,39723,39960
39486,39446,40237,40158,40039,40079,39842,40118
39446,39605,40039,39960,39842,39763,39763,40118
39486,39802,40000,39802,39763,39842,39605,39881
39763,39960,39960,39763,39881,40118,39723,39881
39921,40039,40039,39723,40118,40158,39802,39842
39881,39921,40039,39723,40474,40079,39763,39763
39802,39802,39802,39881,40988,40079,39684,39763
40039,39684,39684,39881,40830,40039,39684,39763
40711,39763,39802,39723,40197,39842,39763,39842
41027,39842,39881,39486,39525,39486,39763,40039
40553,39644,39842,39605,38735,39486,39723,40118
40079,39525,39723,39644,38300,39367,39605,39921
39921,39565,39723,39802,39367,39367,39367,39881
39684,39525,39802,40039,40356,39446,39249,39644
39170,39605,39763,39960,40316,39446,39209,39249
38616,39763,39802,39723,39525,39288,39328,38972
36601,39684,39921,39605,38972,39209,39565,39091
34624,39525,39921,39446,38774,39407,39842,39170
36996,39565,39881,39525,39012,39605,39842,39367
40593,39802,39921,39644,39763,39921,39802,39842
42292,40039,40000,39842,40514,40316,39881,40474
42332,40079,40000,39960,40593,40672,39921,40711
41818,40197,39881,40079,40316,40553,39960,40553
41027,40276,39644,39881,40000,39960,39763,40276
40356,40158,39446,39565,39525,39407,39723,39921
40000,40118,39605,39684,39446,39209,39723,39644
39802,40197,40000,39921,39565,39328,39644,39723
39565,40237,40276,40079,39605,39486,39565,39802
39525,40237,40197,39960,39525,39605,39605,39802
39486,40197,40000,39802,39565,39921,39723,39881
39170,40039,39921,39644,39525,40118,39763,39525
38972,39960,39921,39486,39446,40039,39644,39209
39130,39842,39881,39446,39684,40158,39644,39328
39367,39763,39842,39684,40474,40711,39842,39723
39486,39842,39842,39802,40988,40988,39881,39881
39486,39842,39842,39842,40711,40632,39605,39684
39644,39881,39921,39960,40237,40118,39565,39763
39802,40197,40000,39960,39684,40039,39565,39960
40000,40593,39960,39842,39288,39921,39644,40039
40118,40593,39802,39684,39209,39328,39684,40000
40039,40276,39723,39565,39170,37826,39525,39921
39723,39921,39763,39644,39051,36640,39565,39881
39091,39802,39881,40039,39525,37905,40276,39842
38854,39842,39842,40237,40158,40158,40553,39723
38893,39684,39842,40000,40316,41146,40237,39644
38735,39328,39802,39605,39960,40909,39723,39763
39051,38933,39802,39605,39960,40790,39446,40158
39960,38656,39881,39723,40474,41027,39565,40395
40514,38537,39881,39802,40988,41107,39565,40237
40672,38656,39763,39960,40948,40553,39249,40079
40356,39170,39684,39960,40553,39842,38933,39802
39763,39921,39605,39921,40158,39367,39130,39486
40197,40830,39644,39842,39684,39130,39091,39328
41186,41502,39842,39763,39446,39525,39091,39605
42134,42016,40079,39605,39249,39881,39763,40118
41818,41937,40237,39644,39209,39763,40237,40276
39525,41265,40158,39644,39288,39644,40197,40000
37233,40395,40000,39723,39525,39802,40356,39605
38024,39723,39921,39842,39960,40039,40356,39249
40790,39249,39723,39921,40079,40158,39921,39644
41265,38458,39684,39644,39644,40000,39446,39921
39446,38142,39921,39446,39367,39605,39446,39960
38933,38261,39802,39525,39525,39209,39723,40118
39921,38300,39525,39763,39881,39605,39842,40197
39407,39525,39723,39842,39684,38893,39446,39170
39130,39684,39763,39605,39249,39130,39486,39091
39446,39644,39763,39565,39328,39723,39605,39644
40039,39763,39723,39763,39763,39960,39684,40158
40079,39842,39407,39802,40079,39881,39723,40118
39723,39802,39209,39605,39921,39486,39644,39842
39565,40000,39446,39565,39723,39446,39605,39644
39525,40079,39723,39565,39565,39763,39723,39644
39763,40474,40000,39605,39565,40118,39921,39802
39723,41699,40276,39684,39525,39960,39684,39802
39051,42253,40474,39921,39605,39763,39565,39446
39130,42055,40553,40158,39960,40039,39644,39605
40276,40118,40356,40237,40276,40514,39842,40356
41067,38656,39881,40158,40553,40751,39842,40632
40869,39249,39881,40000,40435,40553,39565,40237
39881,40079,39921,39921,40553,40079,39328,39802
38893,39842,40000,39723,41146,39763,39446,39446
39170,39407,40237,39446,41462,39684,39842,39565
39921,38893,40118,39565,41146,39605,40395,39842
39881,38379,39842,39960,40790,39407,40435,40158
39407,38063,39644,40197,40158,39525,40158,40079
39525,38182,39763,39960,39130,39802,39644,39723
40079,38537,39802,39684,38182,39881,39446,39367
40474,39565,39802,39565,37905,40000,39565,39565
40118,40711,39486,39407,37431,39842,39723,39723
38695,40158,39288,39407,36877,39881,40316,39644
37589,39209,39486,39644,37470,40118,40988,39802
38024,39960,39842,39802,39051,39763,41027,40276
38814,41186,39921,39881,40869,38972,39842,40158
39605,41858,39960,39921,41739,38182,38221,39565
39921,41739,40000,39960,42095,38419,37352,39328
40316,40395,39960,39960,42055,39605,37589,39407
40988,39367,39881,39763,41383,40632,38419,39486
41067,39684,39802,39605,40751,41304,38972,39288
39525,40118,39842,39565,40316,41502,39763,39091
39367,40158,40000,39723,40118,41344,40276,39328
40869,39605,39921,39802,39960,40869,40474,40395
41265,38537,39644,39605,39525,40118,40830,41186
40593,37668,39446,39644,38854,39209,40790,40909
39565,37510,39446,39802,38300,38577,40474,40000
39012,38024,39565,40000,38300,39091,40474,39446
39051,39328,39723,39842,38814,39407,40474,39486
39486,40395,39881,39802,39091,39407,40118,39881
40079,40909,40000,39763,39170,39051,39525,40197
38616,40593,39960,39605,39644,38854,39091,40000
37628,39763,39723,39367,40197,38735,38893,39921
39091,39644,39723,39328,39881,39249,39012,40039
40830,40118,39881,39644,39605,40197,38933,39525
41462,40435,40079,39842,40039,40948,38458,38419
40553,40356,40079,40000,40356,40988,38616,39051
39446,40039,40039,40000,40158,40000,39802,40435
38024,40039,39921,39763,39446,38695,40632,40395
37273,40474,39842,39644,39170,38893,40672,39249
39446,40830,39802,39723,39328,39842,40316,39209
42134,40672,39723,39684,39723,40514,39881,40000
41699,40197,39644,39802,40435,40909,39486,40237
39802,40079,39684,40039,41225,40948,39170,39960
39091,40276,39960,40000,41067,40632,39130,39921
39605,40474,40197,39802,40118,39960,39249,40039
39960,40237,40118,39763,39525,39565,39130,40158
39960,39763,40118,39763,39407,39367,39091,40079
39960,39249,40079,39763,39486,39209,39209,40000
40158,39091,40079,39842,39723,39367,39051,40079
40237,39170,40000,39842,39486,39209,39486,40039
40039,39446,40039,39763,39288,39012,40395,39684
39525,39605,40237,39921,39723,39209,41067,39170
38893,39605,40197,39921,40079,39091,41027,39249
38656,39684,40000,39802,40158,39170,40316,39723
38695,40237,39723,39605,40039,39525,39605,39960
39012,41225,39525,39486,39881,40079,39249,39802
39051,41581,39407,39407,39881,40356,39130,39486
39328,41699,39486,39644,39763,40474,39249,39723
40039,41383,39644,39842,39842,40276,39565,40039
40395,39921,39842,39842,40988,40276,40000,40158
40276,38221,39881,39921,41502,40316,39960,40000
39921,37984,39921,39960,40593,40118,39644,39723
39763,38735,40039,40079,39763,40039,39209,39684
39842,39565,40079,40000,39130,39723,38656,39723
39881,39921,40039,39921,38735,39367,38577,39605
39723,39525,39842,39763,38695,39367,39051,39644
39723,39209,39842,39486,38735,39367,39644,39723
39723,39328,39921,39486,38854,39644,40079,39960
39842,39921,40118,39605,39170,40197,40276,39921
39802,40593,40079,39763,39525,40830,40276,39644
39802,40553,39802,39802,39881,40988,40237,39684
39881,40079,39525,39684,40435,40435,40435,39842
39802,39565,39367,39605,40632,39605,40474,39960
39525,39091,39328,39367,40316,39130,40118,40079
39723,39407,39565,39723,40356,39170,39723,40197
40000,40118,39881,39960,40553,39407,39446,39921
40079,40395,40039,39960,40395,39565,39170,39486
40276,40079,40039,40158,40435,39802,39091,39644
40474,39802,39881,40158,40197,40039,39130,39881
39723,39723,39842,39921,39763,39960,39288,39921
38854,40039,39921,39565,39328,39723,39446,39960
38933,40276,39960,39565,39407,39763,39723,40039
38854,39842,39723,39644,39565,39960,39960,39802
39051,39091,39644,39605,39565,39842,39921,39565
39802,38656,39842,39802,39684,40000,39763,39605
40356,38695,40000,39960,39881,40197,39802,39842
40356,39486,40118,40039,39802,40395,39763,39960
40197,40316,40118,39921,39842,40474,39802,40039
40000,40948,40000,39723,39763,40158,39802,39921
39644,40790,39723,39565,39605,39723,39684,39763
39525,40909,39684,39565,39446,39288,39644,39644
39723,41265,39802,39605,39486,39328,39684,39723
39763,40672,39842,39684,39723,39644,39921,39802
39446,39723,39605,39723,39881,39684,40118,39842
39328,39684,39565,39921,39960,39565,40158,39842
39763,40632,39881,39763,39842,39525,39684,39802
40118,40790,40237,39486,39565,39407,39249,39763
40118,39367,40237,39565,39565,39684,39249,39763
40276,38537,40276,40000,40276,40435,39486,40000
40316,39328,40276,40237,40514,40632,39723,40158
39802,39842,40079,39921,39960,40158,39802,40039
39288,39921,39842,39763,39644,39921,39802,39881
39170,40197,39802,39723,39723,40039,39921,39881
39328,39960,39960,39684,39763,39960,39881,39881
39446,39763,40000,39605,39723,39328,39644,39763
39486,39525,39881,39644,39684,38933,39446,39605
39446,38695,39644,39763,39802,39091,39486,39525
39486,38103,39446,39842,40079,39486,39525,39486
39644,38774,39407,39881,40356,39842,39565,39486
39723,39367,39288,39763,40158,40316,39565,39684
39605,39684,39367,39525,39842,40711,39763,39881
39605,40316,39407,39525,39605,40632,39960,40079
39881,40395,39486,39565,39525,40197,39842,40118
40000,40553,39842,39802,39684,39446,40000,40237
39842,40672,40237,40118,40118,39051,40000,40237
39723,39921,40395,40079,40197,39051,39605,40000
39881,40593,40395,39921,39960,39209,39644,39802
40237,41778,40316,39802,39763,39605,39802,39802
40197,41423,40039,39763,39802,39960,39605,39802
39565,39921,39684,39525,39644,39960,39249,39446
38933,38103,39367,39446,39684,39921,39012,39091
38656,37312,39209,39684,39881,40000,39012,39170
38103,37668,39249,39881,40039,39921,39130,39249
38577,38498,39525,39960,40000,39763,39446,39605
40276,39446,39921,39842,39881,39960,39802,40197
41146,39921,40118,39802,39802,40316,40039,40395
41186,40000,40039,39763,39921,40830,40158,40197
40988,40197,39921,39842,40079,40711,40158,40237
40909,40356,39763,39842,40197,40000,40079,40276
40474,40356,39723,39763,40039,39486,39881,40118
39684,40237,39723,39644,39763,39525,39723,39802
39209,40039,39684,39525,39367,39723,39525,39367
39249,40000,39881,39446,38933,39763,39446,39012
38458,39842,40000,39605,39051,39605,39525,39012
38142,39525,39842,39842,39525,38854,39525,39209
38972,39802,39605,40000,40237,38735,39644,39723
40118,40395,39644,39960,40593,39209,39723,40237
40672,40672,39763,39763,40553,39802,39684,40435
40711,40672,39960,39763,40118,39881,39644,40197
39723,40672,40079,39842,39605,39921,39644,39802
38458,40356,40039,39881,39486,40039,39605,39565
38182,39842,39921,39881,39367,40118,39446,39486
38814,39644,39802,39842,39367,40079,39446,39525
39684,39842,39921,39881,39565,40039,39446,39723
40830,40118,40039,40079,40000,40435,39684,40118
41581,40237,40118,40000,40118,40514,40000,40474
41541,40079,40118,39802,39486,40316,40237,40553
41107,39881,40039,39723,38893,40039,40079,40079
40514,39249,39960,39525,39051,39407,39565,39012
40593,38774,39881,39525,39723,39170,39407,39209
40514,38498,39802,39960,40790,39249,40039,40000
39328,38854,39723,40118,41778,39367,40514,40197
37786,39565,39644,39802,42332,39525,40435,39802
37549,40751,39605,39446,42688,39565,39684,39525
38577,41818,39644,39446,42174,39525,38972,39605
39644,42569,39802,39644,41067,39644,38933,40118
40356,42253,40039,40039,40276,40237,39525,40790
40237,41146,40197,40356,39723,41265,39802,40988
38498,39763,40079,40276,37905,40948,38814,39486
37075,38774,40000,39881,35771,40118,38261,37865
37865,38063,40118,39605,34664,39960,38616,38063
39605,37668,40079,39486,35178,39960,39565,39288
40948,38379,39960,39367,37510,39486,40435,40197
41423,39486,39763,39446,40316,38814,40514,40435
41541,40276,39605,39446,42490,38261,40316,40237
41976,40632,39486,39605,42806,38142,40711,40118
41976,40553,39565,39881,42253,38854,40869,40395
41186,40869,39921,40118,41581,40039,40316,40751
40118,41107,40237,40039,40830,40514,39763,40869
38774,40790,40276,39881,39960,40553,39328,40316
38063,40158,40118,39802,39367,40435,39170,40000
38261,39486,39881,39921,39525,40435,38933,39605
38695,38933,39842,39802,39565,40316,38854,39170
39051,39012,39881,39565,39763,40276,38972,39249
39209,39605,39802,39525,39881,40079,39288,39446
39170,39565,39684,39565,39723,39723,39486,39486
39328,38933,39525,39525,39723,39565,39565,39446
39565,37589,39130,39486,39644,39446,39565,39407
39525,37035,39051,39446,39170,39288,39565,39407
39328,38261,39249,39565,38933,39170,39723,39407
39565,39446,39525,39881,39130,39328,40197,39763
40158,40751,39921,39960,39288,39486,40316,40158
40672,42055,40356,39921,39209,39644,40039,40435
41107,41976,40395,39723,39209,39684,39763,40356
40988,40948,40276,39644,39288,39763,39525,40118
40593,40118,40276,39684,39565,39921,39565,40079
40237,40118,40237,40000,40197,40197,39723,40039
39763,40356,40237,40079,40514,40316,39763,39802
39486,40395,40000,39921,40395,40474,39644,39723
39209,40276,39802,39605,40197,40711,39605,39684
38182,39644,39446,39565,40356,40909,39684,39763
38063,38814,39170,39763,40435,40672,39723,39921
38656,38972,39209,39842,40197,40000,39723,39960
38972,39525,39525,39842,40118,39842,39723,39723
39565,39525,39723,39842,39763,39842,39802,39367
40000,39209,39881,39921,39723,39249,39644,39130
40356,39130,39921,39921,39842,38221,39684,39605
40632,39644,39921,39723,39802,37391,39723,40039
40790,40039,40039,39605,39644,37944,39881,40039
40672,40316,40158,39842,39921,39802,40118,40118
40514,40632,40237,40039,40197,40869,40158,40276
40395,40869,40118,40000,40158,40869,39921,40197
40158,40790,39921,39842,39921,40593,39644,39960
39960,40356,39763,39723,39802,40514,39605,39921
39842,40158,39684,39446,39446,40474,39684,39960
39051,39684,39684,39367,39288,40474,39644,39684
38221,39446,39763,39565,39446,40553,39525,39367
38300,39446,39842,39960,39565,40553,39684,39446
39091,39644,39802,39960,39407,40356,39684,39644
40197,40237,39960,39921,39525,39960,39644,39723
40751,40435,40118,39921,39921,39407,39565,39763
40079,40316,40197,39802,40197,38537,39367,39802
38695,39842,40118,39763,40237,38063,39407,39763
38656,38774,39881,39644,40237,38458,39565,39921
40000,37273,39605,39644,40158,39130,39763,40039
40474,37035,39605,39802,40316,39802,39881,39684
39921,39446,39644,40039,40474,40553,40079,39605
38854,42569,39802,40039,40553,41225,40158,39960
38182,43201,39842,39960,40276,41265,40079,40435
39525,41976,39881,39842,39684,40751,39842,40593
41699,40711,40079,39763,39367,40276,39723,40158
42253,39763,40276,39723,39249,39921,39644,39328
41265,38933,40356,39723,39605,39842,39565,39170
39723,39051,40197,39723,39605,39842,39446,39367
38735,40316,40000,39565,39249,39051,39170,39486
39288,40435,40079,39407,38933,37984,38933,39605
39723,40039,40395,39407,39091,37589,38972,39921
39446,40000,40276,39605,39644,38261,39328,40039
39209,40079,39960,39802,40237,39644,39684,39960
39130,39960,39605,39960,40435,40751,40079,39842
38972,39525,39407,39921,40593,41186,40197,39684
39249,39525,39328,39960,40514,41107,40237,39842
39525,39486,39328,39881,40316,40751,40079,39960
39723,39091,39209,39723,40000,40276,39881,39960
39644,38221,39091,39644,39684,39763,39644,39763
39881,36482,38933,39486,39525,39525,39565,39605
40079,36680,38933,39644,39802,39644,39605,39684
40158,39051,39328,39723,40039,39644,39486,39763
40197,40790,39960,39921,40000,39605,39367,39802
40118,41858,40514,39960,39881,39763,39565,39842
39802,42292,40711,39723,39565,39565,39644,39723
39644,41937,40553,39486,39407,39605,39684,39684
39565,41225,40316,39684,39723,39802,39802,39881
38854,40197,40079,40039,39921,39723,39723,40000
38735,39130,39921,40000,39881,39723,39684,40158
39763,38735,39684,39684,39525,39802,39684,40356
40474,39209,39565,39565,39605,39842,39565,39960
40316,40158,39605,39605,39486,39367,39446,38933
39763,40395,39723,39525,39486,38774,39525,38814
39288,39684,39525,39565,39763,39288,39644,39367
39209,39367,39446,39723,40000,40356,39763,39763
39209,39921,39565,39960,40395,40672,39842,40000
39367,40158,39723,40039,40514,40514,39842,40237
39644,40039,39881,40039,40276,40158,39802,40237
39960,39644,39684,39842,39881,39921,39684,40079
40158,39130,39605,39605,39565,39644,39684,39842
40356,38774,39684,39486,39367,39525,39723,39842
40435,39170,39644,39486,39367,39446,39684,39960
40435,39921,39644,39723,39644,39684,39723,40276
40356,40435,39921,40000,40118,40000,39763,40276
39605,40514,40118,40079,40276,40079,39684,39802
38103,40197,40039,40039,40000,40158,39802,39288
37826,40039,39881,39684,39684,40000,39684,39091
39130,40000,39921,39802,39921,40000,39525,39367
40079,40118,39921,39802,39960,39802,39565,39684
40632,40237,39960,39763,40000,40000,39921,40079
40909,40118,39960,39960,40118,40079,40039,40237
40632,40039,39842,39842,40039,39842,39763,40118
40632,40000,39881,39842,39842,39684,39605,40039
40356,39960,40039,39763,39881,39842,39684,40079
39960,39921,40079,39723,39446,39802,39684,40039
40237,40197,40514,39842,39960,40158,39644,40316
39486,40039,40197,39842,40593,40079,39802,40435
38972,39684,39842,39802,40197,39802,39684,39763
39644,39407,39446,39921,39565,39446,39288,39012
40356,39170,39170,39802,38933,39605,39328,39091
40039,39684,39367,39525,38695,39960,39565,39525
39605,40197,39802,39525,38933,40276,39763,39881
39012,40158,40079,39644,39605,40316,39763,40000
39446,40000,40039,39802,40316,40316,39723,40039
40395,39684,39881,40039,41383,40514,39763,40000
40039,38893,39644,40118,42095,40237,39723,39763
39407,39249,39644,39960,42095,39842,39367,39605
39367,41027,39684,39723,41462,39486,39288,39605
38695,41146,39605,39605,40395,39091,39407,39605
38616,39091,39525,39802,39209,39091,39486,39565
39407,37707,39486,39763,38221,39209,39367,39446
40197,38221,39605,39644,37786,39288,39288,39565
40118,40039,39802,39565,37905,39328,39486,39921
39486,41581,40158,39723,37747,39288,40079,40276
39921,41660,40395,39881,37826,39328,40197,40158
40869,41225,40276,39842,38577,39328,39881,39842
41146,40909,40079,39842,39921,39091,39960,39960
40948,40237,39960,39684,41344,39051,40435,40237
40553,39921,40079,39723,41976,39881,40711,40276
40435,40395,40474,39960,41858,40830,40672,40553
40237,41067,40632,40118,41304,41423,40039,40514
39644,40790,40514,40197,40790,41344,38933,39842
38972,39802,40435,39960,40039,40790,38300,39130
39091,39012,40276,39525,39525,40395,38419,39012
39407,38458,39881,39446,39446,40316,38419,39328
39486,38142,39367,39802,39763,40039,38735,39565
39288,38024,38972,39921,39723,39367,39209,39486
38972,37984,38577,39644,39170,38972,39407,39407
38972,37905,38656,39565,39130,39288,40197,39921
38814,38142,39091,39644,39288,39565,41107,40276
38063,38933,39209,39684,39446,39446,41067,39723
38577,40790,39249,39842,39644,39170,40276,39091
39960,42292,39249,39802,39605,38695,39605,39446
40514,42925,39486,39763,39644,38893,39328,39802
40514,42688,40000,39684,39842,39881,39249,40000
40435,41818,40395,39842,39763,40514,39328,40237
40711,40395,40711,39802,39249,40553,39605,40356
40632,38735,40790,39644,38854,40474,39763,40356
39288,37510,40711,39644,39328,40118,39723,40079
39328,37707,40435,39605,40158,39802,39960,39921
40751,38221,40000,39644,40632,39605,39960,39960
40909,38458,39723,40000,41067,39842,39723,40118
40909,39091,39684,40118,41067,40000,39328,40158
41225,39960,39644,39802,40356,39723,39209,39921
40514,40237,39763,39525,39723,39723,39407,39763
37668,40395,39723,39644,39605,39802,39209,39130
